FECHA AUDITADO;CANTIDAD;SEMANA;META TIEMPO;MES;DIVISION2;AÑO;BULTOS
25/4/2026;204;SEM 17;325.93;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;276;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;232;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;340;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;408;SEM 17;414.81;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;534;SEM 17;325.93;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;563;SEM 17;562.96;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;743;SEM 17;711.11;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;505;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;505;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;504;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;667;SEM 17;829.63;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;499;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;205;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;588;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;448;SEM 17;414.81;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;468;SEM 17;414.81;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;300;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;660;SEM 17;325.93;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;444;SEM 17;385.19;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;336;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;360;SEM 17;148.15;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;279;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;708;SEM 17;708;ABRIL;ACCESORIOS;2026;1
25/4/2026;600;SEM 17;600;ABRIL;ACCESORIOS;2026;1
25/4/2026;300;SEM 17;266.67;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;305;SEM 17;402.96;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;466;SEM 17;444.44;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;726;SEM 17;634.07;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;420;SEM 17;444.44;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;516;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;601;SEM 17;622.22;ABRIL;INTERIOR DETALLE;2026;1
25/4/2026;96;SEM 17;131.67;ABRIL;CALZADO PLASTICO;2026;1
25/4/2026;607;SEM 17;607;ABRIL;ACCESORIOS;2026;1
25/4/2026;539;SEM 17;539;ABRIL;ACCESORIOS;2026;1
24/4/2026;510;SEM 17;444.44;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;432;SEM 17;432.59;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;546;SEM 17;545.19;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;450;SEM 17;325.93;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;678;SEM 17;651.85;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;612;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;756;SEM 17;722.96;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;130;SEM 17;165.93;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;505;SEM 17;385.19;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;252;SEM 17;385.19;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;424;SEM 17;284.44;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;420;SEM 17;485.93;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;758;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;59;SEM 17;65;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;126;SEM 17;108.33;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;132;SEM 17;76.67;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;132;SEM 17;133.33;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;145;SEM 17;183.33;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;477;SEM 17;284.44;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;520;SEM 17;379.26;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;84;SEM 17;91.67;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;84;SEM 17;58.33;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;120;SEM 17;100;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;126;SEM 17;91.67;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;66;SEM 17;50;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;324;SEM 17;324;ABRIL;ACCESORIOS;2026;1
24/4/2026;60;SEM 17;46.67;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;132;SEM 17;48.33;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;120;SEM 17;101.67;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;102;SEM 17;83.33;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;114;SEM 17;101.67;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;597;SEM 17;597;ABRIL;ACCESORIOS;2026;1
24/4/2026;469;SEM 17;469;ABRIL;ACCESORIOS;2026;1
24/4/2026;579;SEM 17;579;ABRIL;ACCESORIOS;2026;1
24/4/2026;703;SEM 17;703;ABRIL;ACCESORIOS;2026;1
24/4/2026;693;SEM 17;693;ABRIL;ACCESORIOS;2026;1
24/4/2026;615;SEM 17;615;ABRIL;ACCESORIOS;2026;1
24/4/2026;53;SEM 17;53;ABRIL;ACCESORIOS;2026;1
24/4/2026;306;SEM 17;58.33;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;96;SEM 17;66.67;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;126;SEM 17;100;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;162;SEM 17;113.33;ABRIL;CALZADO PLASTICO;2026;1
24/4/2026;75;SEM 17;75;ABRIL;ACCESORIOS;2026;1
24/4/2026;312;SEM 17;89.44;ABRIL;CELEBRACIONES;2026;1
24/4/2026;324;SEM 17;106.48;ABRIL;CELEBRACIONES;2026;1
24/4/2026;81;SEM 17;81;ABRIL;ACCESORIOS;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
24/4/2026;549;SEM 17;549;ABRIL;ACCESORIOS;2026;1
24/4/2026;634;SEM 17;634;ABRIL;ACCESORIOS;2026;1
24/4/2026;415;SEM 17;415;ABRIL;ACCESORIOS;2026;1
24/4/2026;451;SEM 17;451;ABRIL;ACCESORIOS;2026;1
24/4/2026;492;SEM 17;492;ABRIL;ACCESORIOS;2026;1
24/4/2026;357;SEM 17;357;ABRIL;ACCESORIOS;2026;1
24/4/2026;32;SEM 17;18.52;ABRIL;HOGAR;2026;1
24/4/2026;36;SEM 17;29.63;ABRIL;HOGAR;2026;1
24/4/2026;204;SEM 17;189.63;ABRIL;INTERIOR DETALLE;2026;1
24/4/2026;84;SEM 17;52.96;ABRIL;ROPA;2026;1
24/4/2026;78;SEM 17;67.41;ABRIL;ROPA;2026;1
24/4/2026;42;SEM 17;72.22;ABRIL;ROPA;2026;1
24/4/2026;48;SEM 17;48.15;ABRIL;ROPA;2026;1
23/4/2026;252;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;540;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;18;SEM 17;17.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;72;SEM 17;71.11;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;120;SEM 17;148.15;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;156;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;132;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;156;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;168;SEM 17;148.15;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;227;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;180;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;120;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;180;SEM 17;266.67;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;216;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;228;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;215;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;204;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;203;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;420;SEM 17;430.56;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;558;SEM 17;513.89;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;528;SEM 17;513.89;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;240;SEM 17;333.33;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;420;SEM 17;416.67;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;540;SEM 17;750;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;491;SEM 17;533.33;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;625;SEM 17;622.22;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;36;SEM 17;24.07;ABRIL;ROPA;2026;1
23/4/2026;42;SEM 17;72.22;ABRIL;ROPA;2026;1
23/4/2026;60;SEM 17;72.22;ABRIL;ROPA;2026;1
23/4/2026;48;SEM 17;48.15;ABRIL;ROPA;2026;1
23/4/2026;60;SEM 17;72.22;ABRIL;ROPA;2026;1
23/4/2026;360;SEM 17;416.67;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;480;SEM 17;416.67;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;474;SEM 17;666.67;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;144;SEM 17;379.26;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;622;SEM 17;509.63;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;276;SEM 17;142.22;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;204;SEM 17;213.33;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;228;SEM 17;189.63;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;144;SEM 17;142.22;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;204;SEM 17;213.33;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;186;SEM 17;175;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;114;SEM 17;116.67;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;132;SEM 17;106.67;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;132;SEM 17;100;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;156;SEM 17;131.67;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;156;SEM 17;150;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;84;SEM 17;95;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;216;SEM 17;278.52;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;216;SEM 17;231.11;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;144;SEM 17;201.48;ABRIL;INTERIOR DETALLE;2026;1
23/4/2026;348;SEM 17;348;ABRIL;ACCESORIOS;2026;1
23/4/2026;324;SEM 17;324;ABRIL;ACCESORIOS;2026;1
23/4/2026;324;SEM 17;140.56;ABRIL;CELEBRACIONES;2026;1
23/4/2026;217;SEM 17;149.07;ABRIL;CELEBRACIONES;2026;1
23/4/2026;336;SEM 17;238.52;ABRIL;CELEBRACIONES;2026;1
23/4/2026;312;SEM 17;178.89;ABRIL;CELEBRACIONES;2026;1
23/4/2026;228;SEM 17;228;ABRIL;ACCESORIOS;2026;1
23/4/2026;204;SEM 17;204;ABRIL;ACCESORIOS;2026;1
23/4/2026;312;SEM 17;312;ABRIL;ACCESORIOS;2026;1
23/4/2026;36;SEM 17;36;ABRIL;HOGAR;2026;1
23/4/2026;54;SEM 17;54;ABRIL;HOGAR;2026;1
23/4/2026;42;SEM 17;42;ABRIL;HOGAR;2026;1
23/4/2026;48;SEM 17;48;ABRIL;HOGAR;2026;1
23/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
23/4/2026;42;SEM 17;42;ABRIL;HOGAR;2026;1
23/4/2026;77;SEM 17;77;ABRIL;HOGAR;2026;1
23/4/2026;42;SEM 17;42;ABRIL;HOGAR;2026;1
23/4/2026;60;SEM 17;60;ABRIL;HOGAR;2026;1
23/4/2026;72;SEM 17;72;ABRIL;HOGAR;2026;1
23/4/2026;30;SEM 17;19.44;ABRIL;HOGAR;2026;1
23/4/2026;144;SEM 17;144;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;150;SEM 17;150;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;66;SEM 17;66;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;144;SEM 17;144;ABRIL;CALZADO PLASTICO;2026;1
23/4/2026;168;SEM 17;168;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;228;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;240;SEM 17;194.44;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;600;SEM 17;513.89;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;540;SEM 17;472.22;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;180;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;244;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;540;SEM 17;472.22;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;528;SEM 17;694.44;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;204;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;264;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;168;SEM 17;168;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;324;SEM 17;324;ABRIL;ACCESORIOS;2026;1
22/4/2026;312;SEM 17;312;ABRIL;ACCESORIOS;2026;1
22/4/2026;324;SEM 17;324;ABRIL;ACCESORIOS;2026;1
22/4/2026;325;SEM 17;325;ABRIL;ACCESORIOS;2026;1
22/4/2026;121;SEM 17;121;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;312;SEM 17;170.37;ABRIL;CELEBRACIONES;2026;1
22/4/2026;48;SEM 17;48.15;ABRIL;ROPA;2026;1
22/4/2026;48;SEM 17;79.44;ABRIL;ROPA;2026;1
22/4/2026;95;SEM 17;81.85;ABRIL;ROPA;2026;1
22/4/2026;60;SEM 17;77.04;ABRIL;ROPA;2026;1
22/4/2026;66;SEM 17;43.33;ABRIL;ROPA;2026;1
22/4/2026;61;SEM 17;48.15;ABRIL;ROPA;2026;1
22/4/2026;66;SEM 17;72.22;ABRIL;ROPA;2026;1
22/4/2026;102;SEM 17;77.04;ABRIL;ROPA;2026;1
22/4/2026;120;SEM 17;115.56;ABRIL;ROPA;2026;1
22/4/2026;480;SEM 17;583.33;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;557;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;744;SEM 17;385.19;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;378;SEM 17;337.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;354;SEM 17;373.33;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;420;SEM 17;503.7;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;102;SEM 17;26.48;ABRIL;ROPA;2026;1
22/4/2026;600;SEM 17;777.78;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;480;SEM 17;511.11;ABRIL;INTERIOR DETALLE;2026;1
22/4/2026;102;SEM 17;91.48;ABRIL;ROPA;2026;1
22/4/2026;73;SEM 17;45.74;ABRIL;ROPA;2026;1
22/4/2026;78;SEM 17;43.33;ABRIL;ROPA;2026;1
22/4/2026;192;SEM 17;192;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;120;SEM 17;120;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;174;SEM 17;174;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;108;SEM 17;108;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;60;SEM 17;60;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;78;SEM 17;78;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;60;SEM 17;60;ABRIL;CALZADO PLASTICO;2026;1
22/4/2026;108;SEM 17;108;ABRIL;CALZADO PLASTICO;2026;1
21/4/2026;384;SEM 17;474.07;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;228;SEM 17;266.67;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;144;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;213.33;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;108;SEM 17;112.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;156;SEM 17;59.26;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;120;SEM 17;112.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;155;SEM 17;148.15;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;252;SEM 17;272.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;219.26;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;240;SEM 17;314.07;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;156;SEM 17;88.89;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;480;SEM 17;533.33;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;512;SEM 17;474.07;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;358;SEM 17;408.89;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;504;SEM 17;391.11;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;523;SEM 17;622.22;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;564;SEM 17;414.81;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;124;SEM 17;65.19;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;96;SEM 17;142.22;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;290;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;278;SEM 17;290.37;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;280;SEM 17;242.96;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;310;SEM 17;432.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;352;SEM 17;337.78;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;426;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;489;SEM 17;489;ABRIL;ACCESORIOS;2026;1
21/4/2026;365;SEM 17;365;ABRIL;ACCESORIOS;2026;1
21/4/2026;251;SEM 17;190;ABRIL;ACCESORIOS;2026;1
21/4/2026;168;SEM 17;197.04;ABRIL;ACCESORIOS;2026;1
21/4/2026;133;SEM 17;154.81;ABRIL;ACCESORIOS;2026;1
21/4/2026;85;SEM 17;56.3;ABRIL;ACCESORIOS;2026;1
21/4/2026;139;SEM 17;158.33;ABRIL;ACCESORIOS;2026;1
21/4/2026;156;SEM 17;123.15;ABRIL;ACCESORIOS;2026;1
21/4/2026;216;SEM 17;218.15;ABRIL;ACCESORIOS;2026;1
21/4/2026;204;SEM 17;284.44;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;326;SEM 17;296.3;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;1066.67;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;216;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;264;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;104;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;276;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;336;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;144;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;120;SEM 17;118.52;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;506;SEM 17;533.33;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;216;SEM 17;237.04;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;207.41;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;204;SEM 17;325.93;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;624;SEM 17;592.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;216;SEM 17;177.78;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;324;SEM 17;260.74;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;396;SEM 17;272.59;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;456;SEM 17;355.56;ABRIL;INTERIOR DETALLE;2026;1
21/4/2026;279;SEM 17;279;ABRIL;ACCESORIOS;2026;1
21/4/2026;626;SEM 17;626;ABRIL;ACCESORIOS;2026;1
21/4/2026;652;SEM 17;652;ABRIL;ACCESORIOS;2026;1
21/4/2026;304;SEM 17;304;ABRIL;ACCESORIOS;2026;1
21/4/2026;610;SEM 17;610;ABRIL;ACCESORIOS;2026;1
21/4/2026;555;SEM 17;555;ABRIL;ACCESORIOS;2026;1
21/4/2026;261;SEM 17;261;ABRIL;ACCESORIOS;2026;1
21/4/2026;408;SEM 17;408;ABRIL;ACCESORIOS;2026;1
21/4/2026;420;SEM 17;420;ABRIL;ACCESORIOS;2026;1
21/4/2026;279;SEM 17;279;ABRIL;ACCESORIOS;2026;1
21/4/2026;748;SEM 17;748;ABRIL;ACCESORIOS;2026;1
21/4/2026;419;SEM 17;419;ABRIL;ACCESORIOS;2026;1
21/4/2026;289;SEM 17;289;ABRIL;ACCESORIOS;2026;1
21/4/2026;431;SEM 17;431;ABRIL;ACCESORIOS;2026;1
21/4/2026;600;SEM 17;600;ABRIL;ACCESORIOS;2026;1
21/4/2026;54;SEM 17;61.67;ABRIL;CALZADO PLASTICO;2026;1
21/4/2026;78;SEM 17;91.67;ABRIL;CALZADO PLASTICO;2026;1
21/4/2026;282;SEM 17;282;ABRIL;ACCESORIOS;2026;1
21/4/2026;186;SEM 17;186;ABRIL;ACCESORIOS;2026;1
21/4/2026;484;SEM 17;484;ABRIL;ACCESORIOS;2026;1
21/4/2026;426;SEM 17;426;ABRIL;ACCESORIOS;2026;1
21/4/2026;30;SEM 17;28.33;ABRIL;CALZADO PLASTICO;2026;1
21/4/2026;48;SEM 17;65;ABRIL;ROPA;2026;1
21/4/2026;54;SEM 17;52.96;ABRIL;ROPA;2026;1
21/4/2026;60;SEM 17;105.93;ABRIL;ROPA;2026;1
21/4/2026;54;SEM 17;62.59;ABRIL;ROPA;2026;1
21/4/2026;54;SEM 17;28.89;ABRIL;ROPA;2026;1
21/4/2026;300;SEM 17;300;ABRIL;ACCESORIOS;2026;1
21/4/2026;60;SEM 17;60;ABRIL;CALZADO PLASTICO;2026;1
21/4/2026;48;SEM 17;45.74;ABRIL;ROPA;2026;1
21/4/2026;35;SEM 17;33.7;ABRIL;ROPA;2026;1
21/4/2026;31;SEM 17;24.07;ABRIL;ROPA;2026;1
21/4/2026;36;SEM 17;24.07;ABRIL;ROPA;2026;1
21/4/2026;48;SEM 17;48.15;ABRIL;ROPA;2026;1
21/4/2026;72;SEM 17;69.81;ABRIL;ROPA;2026;1
21/4/2026;42;SEM 17;24.07;ABRIL;ROPA;2026;1
21/4/2026;54;SEM 17;38.52;ABRIL;ROPA;2026;1
21/4/2026;388;SEM 17;388;ABRIL;ACCESORIOS;2026;1
21/4/2026;516;SEM 17;516;ABRIL;ACCESORIOS;2026;1
21/4/2026;451;SEM 17;451;ABRIL;ACCESORIOS;2026;1
21/4/2026;162;SEM 17;162;ABRIL;CALZADO PLASTICO;2026;1
21/4/2026;126;SEM 17;126;ABRIL;CALZADO PLASTICO;2026;1
21/4/2026;120;SEM 17;138.33;ABRIL;CALZADO PLASTICO;2026;1
21/4/2026;228;SEM 17;260.37;ABRIL;ACCESORIOS;2026;1
21/4/2026;985;SEM 17;985;ABRIL;ACCESORIOS;2026;1
21/4/2026;723;SEM 17;723;ABRIL;ACCESORIOS;2026;1
21/4/2026;388;SEM 17;388;ABRIL;ACCESORIOS;2026;1
20/4/2026;408;SEM 17;240.74;ABRIL;ACCESORIOS;2026;1
